day,dayOfWeek,postLength,mediaType,postingTime,impressions
9,Monday,1000,text,afternoon,5040
10,Tuesday,1000,text,afternoon,11354
11,Wednesday,1000,text,afternoon,2007
12,Thursday,1000,text,afternoon,2943
13,Friday,1000,text,afternoon,12477
14,Saturday,1000,text,afternoon,1744
15,Sunday,1000,text,afternoon,11550
16,Monday,1000,text,afternoon,10893
17,Tuesday,1000,text,afternoon,26506
18,Wednesday,1000,text,afternoon,4836
19,Thursday,1000,text,afternoon,24377
20,Friday,1000,text,afternoon,45639
21,Saturday,1000,text,afternoon,27104
22,Sunday,1000,text,afternoon,7491
23,Monday,1000,text,afternoon,5635
24,Tuesday,1000,text,afternoon,5252
25,Wednesday,1000,text,afternoon,48621
26,Thursday,1000,text,afternoon,7509
27,Friday,1000,text,afternoon,9617
28,Saturday,1000,text,afternoon,47406
29,Sunday,1000,text,afternoon,25691
30,Monday,1000,text,afternoon,88677
1,Sunday,1000,text,afternoon,5576
2,Monday,1000,text,afternoon,12385
3,Tuesday,1000,text,afternoon,4514
4,Wednesday,1000,text,afternoon,5814
5,Thursday,1000,text,afternoon,23113
6,Friday,1000,text,afternoon,6741
7,Saturday,1000,text,afternoon,1602
8,Sunday,1000,text,afternoon,13555
9,Monday,1000,text,afternoon,7205
10,Tuesday,1000,text,afternoon,6058
11,Wednesday,1000,text,afternoon,1677
12,Thursday,1000,text,afternoon,27009
13,Friday,1000,text,afternoon,3625
14,Saturday,1000,text,afternoon,23434
15,Sunday,1000,text,afternoon,10634
16,Monday,1000,text,afternoon,63903
17,Tuesday,1000,text,afternoon,6379
18,Wednesday,1000,text,afternoon,18793
19,Thursday,1000,text,afternoon,653
20,Friday,1000,text,afternoon,16111
21,Saturday,1000,text,afternoon,7200
22,Sunday,1000,text,afternoon,9387
23,Monday,1000,text,afternoon,15310
24,Tuesday,1000,text,afternoon,7615
25,Wednesday,1000,text,afternoon,3526
26,Thursday,1000,text,afternoon,502
27,Friday,1000,text,afternoon,33474
28,Saturday,1000,text,afternoon,2599
29,Sunday,1000,text,afternoon,30378
30,Monday,1000,text,afternoon,22543
1,Sunday,1000,text,afternoon,1801
2,Monday,1000,text,afternoon,10029
3,Tuesday,1000,text,afternoon,11264
4,Wednesday,1000,text,afternoon,39092
5,Thursday,1000,text,afternoon,51355
6,Friday,1000,text,afternoon,9822
7,Saturday,1000,text,afternoon,7002
8,Sunday,1000,text,afternoon,361
9,Monday,1000,text,afternoon,20088
10,Tuesday,1000,text,afternoon,1008
11,Wednesday,1000,text,afternoon,37324
12,Thursday,1000,text,afternoon,38928
13,Friday,1000,text,afternoon,450
14,Saturday,1000,text,afternoon,13368
15,Sunday,1000,text,afternoon,5506
16,Monday,1000,text,afternoon,1942
17,Tuesday,1000,text,afternoon,3297
18,Wednesday,1000,text,afternoon,1355
19,Thursday,1000,text,afternoon,25029
20,Friday,1000,text,afternoon,20478
21,Saturday,1000,text,afternoon,47808
22,Sunday,1000,text,afternoon,4136
23,Monday,1000,text,afternoon,21317
24,Tuesday,1000,text,afternoon,60094
25,Wednesday,1000,text,afternoon,38107
26,Thursday,1000,text,afternoon,28573
27,Friday,1000,text,afternoon,3880
28,Saturday,1000,text,afternoon,72684
29,Sunday,1000,text,afternoon,7875
30,Monday,1000,text,afternoon,91040
1,Sunday,1000,text,afternoon,9333
2,Monday,1000,text,afternoon,38959
3,Tuesday,1000,text,afternoon,50790
4,Wednesday,1000,text,afternoon,8127
5,Thursday,1000,text,afternoon,24759
6,Friday,1000,text,afternoon,169
7,Saturday,1000,text,afternoon,4260
8,Sunday,1000,text,afternoon,10863
9,Monday,1000,text,afternoon,4280
10,Tuesday,1000,text,afternoon,61590
11,Wednesday,1000,text,afternoon,3393
12,Thursday,1000,text,afternoon,34556
13,Friday,1000,text,afternoon,10818
14,Saturday,1000,text,afternoon,10794
15,Sunday,1000,text,afternoon,28839
16,Monday,1000,text,afternoon,49132
17,Tuesday,1000,text,afternoon,22786
18,Wednesday,1000,text,afternoon,12848
19,Thursday,1000,text,afternoon,3126
20,Friday,1000,text,afternoon,4140
21,Saturday,1000,text,afternoon,25194
22,Sunday,1000,text,afternoon,10875
23,Monday,1000,text,afternoon,3195
24,Tuesday,1000,text,afternoon,2800
25,Wednesday,1000,text,afternoon,35577
26,Thursday,1000,text,afternoon,7583
27,Friday,1000,text,afternoon,2705
28,Saturday,1000,text,afternoon,24652
29,Sunday,1000,text,afternoon,3965
30,Monday,1000,text,afternoon,26568
1,Sunday,1000,text,afternoon,4586
2,Monday,1000,text,afternoon,5376
3,Tuesday,1000,text,afternoon,3798
4,Wednesday,1000,text,afternoon,4537
5,Thursday,1000,text,afternoon,9327
6,Friday,1000,text,afternoon,15764
7,Saturday,1000,text,afternoon,3627
8,Sunday,1000,text,afternoon,30241
9,Monday,1000,text,afternoon,1643
10,Tuesday,1000,text,afternoon,34768
11,Wednesday,1000,text,afternoon,52669
12,Thursday,1000,text,afternoon,3537
13,Friday,1000,text,afternoon,10125
14,Saturday,1000,text,afternoon,31563
15,Sunday,1000,text,afternoon,32778
16,Monday,1000,text,afternoon,33525
17,Tuesday,1000,text,afternoon,1476
18,Wednesday,1000,text,afternoon,37373
19,Thursday,1000,text,afternoon,16059
20,Friday,1000,text,afternoon,7684
21,Saturday,1000,text,afternoon,22012
22,Sunday,1000,text,afternoon,27684
23,Monday,1000,text,afternoon,153
24,Tuesday,1000,text,afternoon,7610
25,Wednesday,1000,text,afternoon,25810
26,Thursday,1000,text,afternoon,54093
27,Friday,1000,text,afternoon,3592
28,Saturday,1000,text,afternoon,5594
29,Sunday,1000,text,afternoon,16399
30,Monday,1000,text,afternoon,3774
1,Sunday,1000,text,evening,3840
2,Monday,1000,text,evening,60621
3,Tuesday,1000,text,evening,30208
4,Wednesday,1000,text,evening,353
5,Thursday,1000,text,evening,14658
6,Friday,1000,text,evening,23478
7,Saturday,1000,text,evening,5692
8,Sunday,1000,text,evening,34533
9,Monday,1000,text,evening,11137
10,Tuesday,1000,text,evening,12591
11,Wednesday,1000,text,evening,44376
12,Thursday,1000,text,evening,11238
13,Friday,1000,text,evening,10390
14,Saturday,1000,text,evening,19707
15,Sunday,1000,text,evening,9915
16,Monday,1000,text,evening,13079
17,Tuesday,1000,text,evening,50874
18,Wednesday,1000,text,evening,83936
19,Thursday,1000,text,evening,32915
20,Friday,1000,text,evening,17057
21,Saturday,1000,text,evening,5150
22,Sunday,1000,text,evening,884
23,Monday,1000,text,evening,11463
24,Tuesday,1000,text,evening,9623
25,Wednesday,1000,text,evening,3141
26,Thursday,1000,text,evening,2175
27,Friday,1000,text,evening,17892
28,Saturday,1000,text,evening,21483
29,Sunday,1000,text,evening,9666
30,Monday,1000,text,evening,79724
1,Sunday,1000,text,evening,28469
2,Monday,1000,text,evening,18810
3,Tuesday,1000,text,evening,10210
4,Wednesday,1000,text,evening,27832
5,Thursday,1000,text,evening,15664
6,Friday,1000,text,evening,2560
7,Saturday,1000,text,evening,8577
8,Sunday,1000,text,evening,10536
9,Monday,1000,text,evening,5294
10,Tuesday,1000,text,evening,8055
11,Wednesday,1000,text,evening,95442
12,Thursday,1000,text,evening,63965
13,Friday,1000,text,evening,15905
14,Saturday,1000,text,evening,38850
15,Sunday,1000,text,evening,14487
16,Monday,1000,text,evening,6228
17,Tuesday,1000,text,evening,4324
18,Wednesday,1000,text,evening,12575
19,Thursday,1000,text,evening,8739
20,Friday,1000,text,evening,22972
21,Saturday,1000,text,evening,48384
22,Sunday,1000,text,evening,23528
23,Monday,1000,text,evening,19842
24,Tuesday,1000,text,evening,9135
25,Wednesday,1000,text,evening,61260
26,Thursday,1000,text,evening,9148
27,Friday,1000,text,evening,4018
28,Saturday,1000,text,evening,22356
29,Sunday,1000,text,evening,17214
30,Monday,1000,text,evening,32823
1,Sunday,1000,text,evening,41058
2,Monday,1000,text,evening,16665
3,Tuesday,1000,text,evening,7049
4,Wednesday,1000,text,evening,44932
5,Thursday,1000,text,evening,29526
6,Friday,1000,text,evening,19163
7,Saturday,1000,text,evening,3582
8,Sunday,1000,text,evening,3735
9,Monday,1000,text,evening,10100
10,Tuesday,1000,text,evening,61044
11,Wednesday,1000,text,evening,8817
12,Thursday,1000,text,evening,1041
13,Friday,1000,text,evening,3926
14,Saturday,1000,text,evening,37838
15,Sunday,1000,text,evening,6430
16,Monday,1000,text,evening,10057
17,Tuesday,1000,text,evening,37867
18,Wednesday,1000,text,evening,10701
19,Thursday,1000,text,evening,4205
20,Friday,1000,text,evening,13113
21,Saturday,1000,text,evening,27447
22,Sunday,1000,text,evening,2382
23,Monday,1000,text,evening,41328
24,Tuesday,1000,text,evening,52978
25,Wednesday,1000,text,evening,32422
26,Thursday,1000,text,evening,11628
27,Friday,1000,text,evening,77377
28,Saturday,1000,text,evening,1577
29,Sunday,1000,text,evening,8698
30,Monday,1000,text,evening,5764
1,Sunday,1000,text,evening,29468
2,Monday,1000,text,evening,6131
3,Tuesday,1000,text,evening,75849
4,Wednesday,1000,text,evening,12699
5,Thursday,1000,text,evening,12003
6,Friday,1000,text,evening,109359
7,Saturday,1000,text,evening,35376
8,Sunday,1000,text,evening,9798
9,Monday,1000,text,evening,537
10,Tuesday,1000,text,evening,4754
11,Wednesday,1000,text,evening,7836
12,Thursday,1000,text,evening,8725
13,Friday,1000,text,evening,5222
14,Saturday,1000,text,evening,6666
15,Sunday,1000,text,evening,66168
16,Monday,1000,text,evening,47290
17,Tuesday,1000,text,evening,3647
18,Wednesday,1000,text,evening,2256
19,Thursday,1000,text,evening,27072
20,Friday,1000,text,evening,17293
21,Saturday,1000,text,evening,11560
22,Sunday,1000,text,evening,71140
23,Monday,1000,text,evening,81722
24,Tuesday,1000,text,evening,8370
25,Wednesday,1000,text,evening,31405
26,Thursday,1000,text,evening,13178
27,Friday,1000,text,evening,35554
28,Saturday,1000,text,evening,102748
29,Sunday,1000,text,evening,68368
30,Monday,1000,text,evening,24156
1,Sunday,1000,text,evening,23258
2,Monday,1000,text,evening,16890
3,Tuesday,1000,text,evening,184
4,Wednesday,1000,text,evening,40423
5,Thursday,1000,text,evening,20927
6,Friday,1000,text,evening,51801
7,Saturday,1000,text,evening,45285
8,Sunday,1000,text,evening,59555
9,Monday,1000,text,evening,15851
10,Tuesday,1000,text,evening,15716
11,Wednesday,1000,text,evening,6574
12,Thursday,1000,text,evening,13695
13,Friday,1000,text,evening,807
14,Saturday,1000,text,evening,15273
15,Sunday,1000,text,evening,25188
16,Monday,1000,text,evening,8507
17,Tuesday,1000,text,evening,34701
18,Wednesday,1000,text,evening,909
19,Thursday,1000,text,evening,3228
20,Friday,1000,text,evening,41856
21,Saturday,1000,text,evening,78383
22,Sunday,1000,text,evening,20135
23,Monday,1000,text,evening,60099
24,Tuesday,1000,text,evening,43672
25,Wednesday,1000,text,evening,31763
26,Thursday,1000,text,evening,2850
27,Friday,1000,text,evening,47506
28,Saturday,1000,text,evening,1651
29,Sunday,1000,text,evening,2693
30,Monday,1000,text,evening,8912
1,Sunday,1000,image,morning,11205
2,Monday,1000,image,morning,3141
3,Tuesday,1000,image,morning,3351
4,Wednesday,1000,image,morning,60075
5,Thursday,1000,image,morning,23154
6,Friday,1000,image,morning,3864
7,Saturday,1000,image,morning,59823
8,Sunday,1000,image,morning,111351
9,Monday,1000,image,morning,42225
10,Tuesday,1000,image,morning,2778
11,Wednesday,1000,image,morning,1731
12,Thursday,1000,image,morning,8259
13,Friday,1000,image,morning,97275
14,Saturday,1000,image,morning,38247
15,Sunday,1000,image,morning,43938
16,Monday,1000,image,morning,4017
17,Tuesday,1000,image,morning,45525
18,Wednesday,1000,image,morning,4254
19,Thursday,1000,image,morning,78960
20,Friday,1000,image,morning,26310
21,Saturday,1000,image,morning,14418
22,Sunday,1000,image,morning,8631
23,Monday,1000,image,morning,7536
24,Tuesday,1000,image,morning,26466
25,Wednesday,1000,image,morning,25326
26,Thursday,1000,image,morning,29583
27,Friday,1000,image,morning,4302
28,Saturday,1000,image,morning,28707
29,Sunday,1000,image,morning,42768
30,Monday,1000,image,morning,16929
1,Sunday,1000,image,morning,86100
2,Monday,1000,image,morning,98526
3,Tuesday,1000,image,morning,94815
4,Wednesday,1000,image,morning,36390
5,Thursday,1000,image,morning,23922
6,Friday,1000,image,morning,23838
7,Saturday,1000,image,morning,16800
8,Sunday,1000,image,morning,8352
9,Monday,1000,image,morning,7065
10,Tuesday,1000,image,morning,65760
11,Wednesday,1000,image,morning,15678
12,Thursday,1000,image,morning,8991
13,Friday,1000,image,morning,31782
14,Saturday,1000,image,morning,19233
15,Sunday,1000,image,morning,19635
16,Monday,1000,image,morning,4458
17,Tuesday,1000,image,morning,136206
18,Wednesday,1000,image,morning,11742
19,Thursday,1000,image,morning,4068
20,Friday,1000,image,morning,45642
21,Saturday,1000,image,morning,1023
22,Sunday,1000,image,morning,5484
23,Monday,1000,image,morning,4737
24,Tuesday,1000,image,morning,3780
25,Wednesday,1000,image,morning,1248
26,Thursday,1000,image,morning,10746
27,Friday,1000,image,morning,1089
28,Saturday,1000,image,morning,14928
29,Sunday,1000,image,morning,9621
30,Monday,1000,image,morning,6429
1,Sunday,1000,image,morning,53760
2,Monday,1000,image,morning,27807
3,Tuesday,1000,image,morning,11946
4,Wednesday,1000,image,morning,7356
5,Thursday,1000,image,morning,37056
6,Friday,1000,image,morning,16437
7,Saturday,1000,image,morning,29139
8,Sunday,1000,image,morning,1506
9,Monday,1000,image,morning,1947
10,Tuesday,1000,image,morning,5751
11,Wednesday,1000,image,morning,40419
12,Thursday,1000,image,morning,13410
13,Friday,1000,image,morning,17814
14,Saturday,1000,image,morning,43341
15,Sunday,1000,image,morning,28149
16,Monday,1000,image,morning,96753
17,Tuesday,1000,image,morning,4368
18,Wednesday,1000,image,morning,47013
19,Thursday,1000,image,morning,3789
20,Friday,1000,image,morning,1935
21,Saturday,1000,image,morning,17775
22,Sunday,1000,image,morning,56598
23,Monday,1000,image,morning,15351
24,Tuesday,1000,image,morning,54183
25,Wednesday,1000,image,morning,21915
26,Thursday,1000,image,morning,2103
27,Friday,1000,image,morning,22797
28,Saturday,1000,image,morning,11085
29,Sunday,1000,image,morning,34977
30,Monday,1000,image,morning,26892
1,Sunday,1000,image,morning,14511
2,Monday,1000,image,morning,37224
3,Tuesday,1000,image,morning,14541
4,Wednesday,1000,image,morning,1692
5,Thursday,1000,image,morning,7410
6,Friday,1000,image,morning,23043
7,Saturday,1000,image,morning,4956
8,Sunday,1000,image,morning,28554
9,Monday,1000,image,morning,35286
10,Tuesday,1000,image,morning,18306
11,Wednesday,1000,image,morning,14700
12,Thursday,1000,image,morning,21900
13,Friday,1000,image,morning,9852
14,Saturday,1000,image,morning,2259
15,Sunday,1000,image,morning,29997
16,Monday,1000,image,morning,98532
17,Tuesday,1000,image,morning,18258
18,Wednesday,1000,image,morning,69834
19,Thursday,1000,image,morning,13170
20,Friday,1000,image,morning,10125
21,Saturday,1000,image,morning,58395
22,Sunday,1000,image,morning,81537
23,Monday,1000,image,morning,25803
24,Tuesday,1000,image,morning,4212
25,Wednesday,1000,image,morning,43425
26,Thursday,1000,image,morning,108381
27,Friday,1000,image,morning,669
28,Saturday,1000,image,morning,6969
29,Sunday,1000,image,morning,2046
30,Monday,1000,image,morning,15438
1,Sunday,1000,image,morning,103554
2,Monday,1000,image,morning,15639
3,Tuesday,1000,image,morning,4425
4,Wednesday,1000,image,morning,7974
5,Thursday,1000,image,morning,798
6,Friday,1000,image,morning,6864
7,Saturday,1000,image,morning,102039
8,Sunday,1000,image,morning,5982
9,Monday,1000,image,morning,156132
10,Tuesday,1000,image,morning,36759
11,Wednesday,1000,image,morning,4746
12,Thursday,1000,image,morning,19146
13,Friday,1000,image,morning,10296
14,Saturday,1000,image,morning,29115
15,Sunday,1000,image,morning,16680
16,Monday,1000,image,morning,8847
17,Tuesday,1000,image,morning,72699
18,Wednesday,1000,image,morning,16209
19,Thursday,1000,image,morning,6942
20,Friday,1000,image,morning,24855
21,Saturday,1000,image,morning,25416
22,Sunday,1000,image,morning,77706
23,Monday,1000,image,morning,28515
24,Tuesday,1000,image,morning,54030
25,Wednesday,1000,image,morning,40980
26,Thursday,1000,image,morning,23511
27,Friday,1000,image,morning,7227
28,Saturday,1000,image,morning,10821
29,Sunday,1000,image,morning,243
30,Monday,1000,image,morning,66030
1,Sunday,1000,image,afternoon,35114
2,Monday,1000,image,afternoon,9532
3,Tuesday,1000,image,afternoon,24710
4,Wednesday,1000,image,afternoon,106974
5,Thursday,1000,image,afternoon,10400
6,Friday,1000,image,afternoon,68925
7,Saturday,1000,image,afternoon,23871
8,Sunday,1000,image,afternoon,88837
9,Monday,1000,image,afternoon,5850
10,Tuesday,1000,image,afternoon,8215
11,Wednesday,1000,image,afternoon,41662
12,Thursday,1000,image,afternoon,47980
13,Friday,1000,image,afternoon,38844
14,Saturday,1000,image,afternoon,6904
15,Sunday,1000,image,afternoon,105440
16,Monday,1000,image,afternoon,20116
17,Tuesday,1000,image,afternoon,92642
18,Wednesday,1000,image,afternoon,12085
19,Thursday,1000,image,afternoon,950
20,Friday,1000,image,afternoon,39862
21,Saturday,1000,image,afternoon,7254
22,Sunday,1000,image,afternoon,4464
23,Monday,1000,image,afternoon,21448
24,Tuesday,1000,image,afternoon,9410
25,Wednesday,1000,image,afternoon,6069
26,Thursday,1000,image,afternoon,11199
27,Friday,1000,image,afternoon,640
28,Saturday,1000,image,afternoon,41324
29,Sunday,1000,image,afternoon,14846
30,Monday,1000,image,afternoon,75841
1,Sunday,1000,image,afternoon,45086
2,Monday,1000,image,afternoon,46598
3,Tuesday,1000,image,afternoon,56919
4,Wednesday,1000,image,afternoon,38498
5,Thursday,1000,image,afternoon,63608
6,Friday,1000,image,afternoon,172476
7,Saturday,1000,image,afternoon,46137
8,Sunday,1000,image,afternoon,23590
9,Monday,1000,image,afternoon,748
10,Tuesday,1000,image,afternoon,11246
11,Wednesday,1000,image,afternoon,128426
12,Thursday,1000,image,afternoon,173282
13,Friday,1000,image,afternoon,55814
14,Saturday,1000,image,afternoon,35535
15,Sunday,1000,image,afternoon,5551
16,Monday,1000,image,afternoon,16322
17,Tuesday,1000,image,afternoon,7668
18,Wednesday,1000,image,afternoon,108763
19,Thursday,1000,image,afternoon,21434
20,Friday,1000,image,afternoon,64396
21,Saturday,1000,image,afternoon,32101
22,Sunday,1000,image,afternoon,15710
23,Monday,1000,image,afternoon,7837
24,Tuesday,1000,image,afternoon,55278
25,Wednesday,1000,image,afternoon,64350
26,Thursday,1000,image,afternoon,33454
27,Friday,1000,image,afternoon,90673
28,Saturday,1000,image,afternoon,69984
29,Sunday,1000,image,afternoon,20685
30,Monday,1000,image,afternoon,903
1,Sunday,1000,image,afternoon,27468
2,Monday,1000,image,afternoon,56008
3,Tuesday,1000,image,afternoon,6336
4,Wednesday,1000,image,afternoon,22093
5,Thursday,1000,image,afternoon,225334
6,Friday,1000,image,afternoon,6339
7,Saturday,1000,image,afternoon,55141
8,Sunday,1000,image,afternoon,43628
9,Monday,1000,image,afternoon,74646
10,Tuesday,1000,image,afternoon,26830
11,Wednesday,1000,image,afternoon,117748
12,Thursday,1000,image,afternoon,23673
13,Friday,1000,image,afternoon,27590
14,Saturday,1000,image,afternoon,35874
15,Sunday,1000,image,afternoon,40010
16,Monday,1000,image,afternoon,28278
17,Tuesday,1000,image,afternoon,109785
18,Wednesday,1000,image,afternoon,31086
19,Thursday,1000,image,afternoon,37558
20,Friday,1000,image,afternoon,5983
21,Saturday,1000,image,afternoon,188989
22,Sunday,1000,image,afternoon,8762
23,Monday,1000,image,afternoon,28692
